2023-09-08 13:09:40,147 INFO    StreamThr :68203 [internal.py:wandb_internal():86] W&B internal server running at pid: 68203, started at: 2023-09-08 13:09:40.145690
2023-09-08 13:09:40,152 DEBUG   HandlerThread:68203 [handler.py:handle_request():144] handle_request: status
2023-09-08 13:09:40,164 INFO    WriterThread:68203 [datastore.py:open_for_write():85] open: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_130940-nf74qfm8/run-nf74qfm8.wandb
2023-09-08 13:09:40,164 DEBUG   SenderThread:68203 [sender.py:send():379] send: header
2023-09-08 13:09:40,202 DEBUG   SenderThread:68203 [sender.py:send():379] send: run
2023-09-08 13:09:40,857 INFO    SenderThread:68203 [dir_watcher.py:__init__():211] watching files in: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_130940-nf74qfm8/files
2023-09-08 13:09:40,857 INFO    SenderThread:68203 [sender.py:_start_run_threads():1121] run started: nf74qfm8 with start time 1694171380.146003
2023-09-08 13:09:40,879 DEBUG   HandlerThread:68203 [handler.py:handle_request():144] handle_request: check_version
2023-09-08 13:09:40,880 DEBUG   SenderThread:68203 [sender.py:send_request():406] send_request: check_version
2023-09-08 13:09:41,932 DEBUG   HandlerThread:68203 [handler.py:handle_request():144] handle_request: run_start
2023-09-08 13:09:41,942 ERROR   HandlerThread:68203 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2023-09-08 13:09:41,944 DEBUG   HandlerThread:68203 [system_info.py:__init__():32] System info init
2023-09-08 13:09:41,944 DEBUG   HandlerThread:68203 [system_info.py:__init__():47] System info init done
2023-09-08 13:09:41,945 INFO    HandlerThread:68203 [system_monitor.py:start():181] Starting system monitor
2023-09-08 13:09:41,945 INFO    SystemMonitor:68203 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-09-08 13:09:41,948 INFO    HandlerThread:68203 [system_monitor.py:probe():201] Collecting system info
2023-09-08 13:09:41,948 INFO    SystemMonitor:68203 [interfaces.py:start():190] Started cpu monitoring
2023-09-08 13:09:41,950 INFO    SystemMonitor:68203 [interfaces.py:start():190] Started disk monitoring
2023-09-08 13:09:41,951 INFO    SystemMonitor:68203 [interfaces.py:start():190] Started memory monitoring
2023-09-08 13:09:41,955 INFO    SystemMonitor:68203 [interfaces.py:start():190] Started network monitoring
2023-09-08 13:09:41,982 DEBUG   HandlerThread:68203 [system_info.py:probe():196] Probing system
2023-09-08 13:09:41,988 DEBUG   HandlerThread:68203 [system_info.py:_probe_git():181] Probing git
2023-09-08 13:09:42,001 DEBUG   HandlerThread:68203 [system_info.py:_probe_git():189] Probing git done
2023-09-08 13:09:42,001 DEBUG   HandlerThread:68203 [system_info.py:probe():244] Probing system done
2023-09-08 13:09:42,001 DEBUG   HandlerThread:68203 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-83-generic-x86_64-with-glibc2.31', 'python': '3.11.5', 'heartbeatAt': '2023-09-08T11:09:41.983028', 'startedAt': '2023-09-08T11:09:40.130463', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'EDA.ipynb', 'codePathLocal': None, 'root': '/home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices', 'git': {'remote': 'https://github.com/udacity/build-ml-pipeline-for-short-term-rental-prices', 'commit': 'ee12fe923335921a45579ab0e4698c2dbd49f8e4'}, 'email': 'borja.sc95@gmail.com', 'host': 'borja-HP-Pavilion-Laptop-15-cs2xxx', 'username': 'borja', 'executable': '/home/borja/miniconda3/envs/mlflow-80abe4793b364cf98613351f7a4b1547eb820193/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1738.7493749999999, 'min': 400.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 799.998, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}], 'disk': {'/': {'total': 112.1952133178711, 'used': 68.80210494995117}}, 'memory': {'total': 15.50381088256836}}
2023-09-08 13:09:42,001 INFO    HandlerThread:68203 [system_monitor.py:probe():211] Finished collecting system info
2023-09-08 13:09:42,001 INFO    HandlerThread:68203 [system_monitor.py:probe():214] Publishing system info
2023-09-08 13:09:42,002 DEBUG   HandlerThread:68203 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-09-08 13:09:42,002 DEBUG   HandlerThread:68203 [system_info.py:_save_pip():68] Saving pip packages done
2023-09-08 13:09:42,002 DEBUG   HandlerThread:68203 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-09-08 13:09:42,858 INFO    Thread-12 :68203 [dir_watcher.py:_on_file_created():271] file/dir created: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_130940-nf74qfm8/files/requirements.txt
2023-09-08 13:09:42,859 INFO    Thread-12 :68203 [dir_watcher.py:_on_file_created():271] file/dir created: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_130940-nf74qfm8/files/conda-environment.yaml
2023-09-08 13:09:43,777 DEBUG   HandlerThread:68203 [system_info.py:_save_conda():87] Saving conda packages done
2023-09-08 13:09:43,777 DEBUG   HandlerThread:68203 [system_info.py:_save_code():90] Saving code
2023-09-08 13:09:43,777 WARNING HandlerThread:68203 [system_info.py:_save_code():92] unable to save code -- program entry not found
2023-09-08 13:09:43,777 DEBUG   HandlerThread:68203 [system_info.py:_save_patches():128] Saving git patches
2023-09-08 13:09:43,858 INFO    Thread-12 :68203 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_130940-nf74qfm8/files/conda-environment.yaml
2023-09-08 13:09:43,858 INFO    Thread-12 :68203 [dir_watcher.py:_on_file_created():271] file/dir created: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_130940-nf74qfm8/files/diff.patch
2023-09-08 13:09:43,891 DEBUG   HandlerThread:68203 [system_info.py:_save_patches():170] Saving git patches done
2023-09-08 13:09:43,891 INFO    HandlerThread:68203 [system_monitor.py:probe():216] Finished publishing system info
2023-09-08 13:09:43,893 DEBUG   SenderThread:68203 [sender.py:send():379] send: files
2023-09-08 13:09:43,893 INFO    SenderThread:68203 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-09-08 13:09:43,893 INFO    SenderThread:68203 [sender.py:_save_file():1375] saving file diff.patch with policy now
2023-09-08 13:09:43,910 DEBUG   SenderThread:68203 [sender.py:send():379] send: telemetry
2023-09-08 13:09:43,911 DEBUG   HandlerThread:68203 [handler.py:handle_request():144] handle_request: internal_messages
2023-09-08 13:09:43,911 DEBUG   HandlerThread:68203 [handler.py:handle_request():144] handle_request: stop_status
2023-09-08 13:09:43,912 DEBUG   SenderThread:68203 [sender.py:send_request():406] send_request: stop_status
2023-09-08 13:09:44,703 INFO    wandb-upload_0:68203 [upload_job.py:push():131] Uploaded file /tmp/tmphcojjnpywandb/hpk0wbm5-wandb-metadata.json
