2023-09-08 12:59:08,091 INFO    StreamThr :65221 [internal.py:wandb_internal():86] W&B internal server running at pid: 65221, started at: 2023-09-08 12:59:08.090333
2023-09-08 12:59:08,096 DEBUG   HandlerThread:65221 [handler.py:handle_request():144] handle_request: status
2023-09-08 12:59:08,110 INFO    WriterThread:65221 [datastore.py:open_for_write():85] open: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_125908-ymfb9ih8/run-ymfb9ih8.wandb
2023-09-08 12:59:08,110 DEBUG   SenderThread:65221 [sender.py:send():379] send: header
2023-09-08 12:59:08,142 DEBUG   SenderThread:65221 [sender.py:send():379] send: run
2023-09-08 12:59:08,918 INFO    SenderThread:65221 [dir_watcher.py:__init__():211] watching files in: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_125908-ymfb9ih8/files
2023-09-08 12:59:08,918 INFO    SenderThread:65221 [sender.py:_start_run_threads():1121] run started: ymfb9ih8 with start time 1694170748.090269
2023-09-08 12:59:08,939 DEBUG   HandlerThread:65221 [handler.py:handle_request():144] handle_request: check_version
2023-09-08 12:59:08,940 DEBUG   SenderThread:65221 [sender.py:send_request():406] send_request: check_version
2023-09-08 12:59:09,115 DEBUG   HandlerThread:65221 [handler.py:handle_request():144] handle_request: run_start
2023-09-08 12:59:09,169 ERROR   HandlerThread:65221 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2023-09-08 12:59:09,172 DEBUG   HandlerThread:65221 [system_info.py:__init__():32] System info init
2023-09-08 12:59:09,172 DEBUG   HandlerThread:65221 [system_info.py:__init__():47] System info init done
2023-09-08 12:59:09,172 INFO    HandlerThread:65221 [system_monitor.py:start():181] Starting system monitor
2023-09-08 12:59:09,173 INFO    SystemMonitor:65221 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-09-08 12:59:09,175 INFO    HandlerThread:65221 [system_monitor.py:probe():201] Collecting system info
2023-09-08 12:59:09,177 INFO    SystemMonitor:65221 [interfaces.py:start():190] Started cpu monitoring
2023-09-08 12:59:09,180 INFO    SystemMonitor:65221 [interfaces.py:start():190] Started disk monitoring
2023-09-08 12:59:09,182 INFO    SystemMonitor:65221 [interfaces.py:start():190] Started memory monitoring
2023-09-08 12:59:09,184 INFO    SystemMonitor:65221 [interfaces.py:start():190] Started network monitoring
2023-09-08 12:59:09,212 DEBUG   HandlerThread:65221 [system_info.py:probe():196] Probing system
2023-09-08 12:59:09,219 DEBUG   HandlerThread:65221 [system_info.py:_probe_git():181] Probing git
2023-09-08 12:59:09,229 DEBUG   HandlerThread:65221 [system_info.py:_probe_git():189] Probing git done
2023-09-08 12:59:09,230 DEBUG   HandlerThread:65221 [system_info.py:probe():244] Probing system done
2023-09-08 12:59:09,230 DEBUG   HandlerThread:65221 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-83-generic-x86_64-with-glibc2.31', 'python': '3.11.5', 'heartbeatAt': '2023-09-08T10:59:09.212327', 'startedAt': '2023-09-08T10:59:08.076264', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'EDA.ipynb', 'codePathLocal': None, 'root': '/home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices', 'git': {'remote': 'https://github.com/udacity/build-ml-pipeline-for-short-term-rental-prices', 'commit': 'ee12fe923335921a45579ab0e4698c2dbd49f8e4'}, 'email': 'borja.sc95@gmail.com', 'host': 'borja-HP-Pavilion-Laptop-15-cs2xxx', 'username': 'borja', 'executable': '/home/borja/miniconda3/envs/mlflow-8cf5ec542849683f25d75b66c57ba86781387479/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1796.4457499999999, 'min': 400.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 1308.706, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 799.996, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}, {'current': 1381.745, 'min': 400.0, 'max': 4600.0}, {'current': 1294.109, 'min': 400.0, 'max': 4600.0}, {'current': 2000.0, 'min': 400.0, 'max': 4600.0}], 'disk': {'/': {'total': 112.1952133178711, 'used': 68.60153198242188}}, 'memory': {'total': 15.50381088256836}}
2023-09-08 12:59:09,230 INFO    HandlerThread:65221 [system_monitor.py:probe():211] Finished collecting system info
2023-09-08 12:59:09,230 INFO    HandlerThread:65221 [system_monitor.py:probe():214] Publishing system info
2023-09-08 12:59:09,230 DEBUG   HandlerThread:65221 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-09-08 12:59:09,230 DEBUG   HandlerThread:65221 [system_info.py:_save_pip():68] Saving pip packages done
2023-09-08 12:59:09,230 DEBUG   HandlerThread:65221 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-09-08 12:59:09,919 INFO    Thread-12 :65221 [dir_watcher.py:_on_file_created():271] file/dir created: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_125908-ymfb9ih8/files/conda-environment.yaml
2023-09-08 12:59:09,919 INFO    Thread-12 :65221 [dir_watcher.py:_on_file_created():271] file/dir created: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_125908-ymfb9ih8/files/requirements.txt
2023-09-08 12:59:10,796 DEBUG   HandlerThread:65221 [system_info.py:_save_conda():87] Saving conda packages done
2023-09-08 12:59:10,796 DEBUG   HandlerThread:65221 [system_info.py:_save_code():90] Saving code
2023-09-08 12:59:10,796 WARNING HandlerThread:65221 [system_info.py:_save_code():92] unable to save code -- program entry not found
2023-09-08 12:59:10,796 DEBUG   HandlerThread:65221 [system_info.py:_save_patches():128] Saving git patches
2023-09-08 12:59:10,911 DEBUG   HandlerThread:65221 [system_info.py:_save_patches():170] Saving git patches done
2023-09-08 12:59:10,912 INFO    HandlerThread:65221 [system_monitor.py:probe():216] Finished publishing system info
2023-09-08 12:59:10,913 DEBUG   SenderThread:65221 [sender.py:send():379] send: files
2023-09-08 12:59:10,913 INFO    SenderThread:65221 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-09-08 12:59:10,913 INFO    SenderThread:65221 [sender.py:_save_file():1375] saving file diff.patch with policy now
2023-09-08 12:59:10,919 INFO    Thread-12 :65221 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_125908-ymfb9ih8/files/conda-environment.yaml
2023-09-08 12:59:10,919 INFO    Thread-12 :65221 [dir_watcher.py:_on_file_created():271] file/dir created: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_125908-ymfb9ih8/files/wandb-metadata.json
2023-09-08 12:59:10,919 INFO    Thread-12 :65221 [dir_watcher.py:_on_file_created():271] file/dir created: /home/borja/Development/GitHub/build-ml-pipeline-for-short-term-rental-prices/src/eda/wandb/run-20230908_125908-ymfb9ih8/files/diff.patch
2023-09-08 12:59:10,929 DEBUG   HandlerThread:65221 [handler.py:handle_request():144] handle_request: stop_status
2023-09-08 12:59:10,929 DEBUG   SenderThread:65221 [sender.py:send_request():406] send_request: stop_status
2023-09-08 12:59:10,932 DEBUG   HandlerThread:65221 [handler.py:handle_request():144] handle_request: internal_messages
2023-09-08 12:59:11,218 DEBUG   SenderThread:65221 [sender.py:send():379] send: telemetry
2023-09-08 12:59:11,807 INFO    wandb-upload_0:65221 [upload_job.py:push():131] Uploaded file /tmp/tmpyt3lujaywandb/cn2are5e-wandb-metadata.json
2023-09-08 12:59:12,070 DEBUG   SenderThread:65221 [sender.py:send():379] send: use_artifact
2023-09-08 12:59:12,148 INFO    wandb-upload_1:65221 [upload_job.py:push():131] Uploaded file /tmp/tmpyt3lujaywandb/nv7gltu3-diff.patch
2023-09-08 12:59:13,294 DEBUG   HandlerThread:65221 [handler.py:handle_request():144] handle_request: log_artifact
2023-09-08 12:59:13,294 DEBUG   SenderThread:65221 [sender.py:send_request():406] send_request: log_artifact
2023-09-08 12:59:13,299 DEBUG   HandlerThread:65221 [handler.py:handle_request():144] handle_request: pause
2023-09-08 12:59:13,299 INFO    HandlerThread:65221 [handler.py:handle_request_pause():699] stopping system metrics thread
2023-09-08 12:59:13,299 INFO    HandlerThread:65221 [system_monitor.py:finish():190] Stopping system monitor
2023-09-08 12:59:13,300 DEBUG   SystemMonitor:65221 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-09-08 12:59:13,300 DEBUG   SystemMonitor:65221 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-09-08 12:59:13,300 DEBUG   SystemMonitor:65221 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-09-08 12:59:13,300 INFO    HandlerThread:65221 [interfaces.py:finish():202] Joined cpu monitor
2023-09-08 12:59:13,301 INFO    HandlerThread:65221 [interfaces.py:finish():202] Joined disk monitor
